Running ibex deisgn in sky130hs
5000 runs will be executed
['CLK_PERIOD', 'CORE_UTILIZATION', 'ASPECT_RATIO', 'GP_PAD', 'DP_PAD', 'LAYER_ADJUST', 'PLACE_DENSITY', 'FLATTEN', 'ABC_CLOCK_PERIOD', 'PINS_DISTANCE', 'CTS_CLUSTER_SIZE', 'CTS_CLUSTER_DIAMETER', 'GR_OVERFLOW']
[5.1305, 27.0, 0.738, 3.0, 2.0, 0.4, 0.77, 1.0, 5000.0, 2.0, 38.0, 117.0, 1.0]
[5.7452, 28.0, 0.846, 2.0, 0.0, 0.7, 0.81, 0.0, 5000.0, 3.0, 30.0, 109.0, 1.0]
[7.2002, 35.0, 0.99, 3.0, 2.0, 0.3, 0.64, 0.0, 5000.0, 3.0, 23.0, 84.0, 1.0]
[6.2544, 35.0, 0.834, 3.0, 4.0, 0.4, 0.57, 0.0, 5000.0, 3.0, 35.0, 113.0, 1.0]
[5.1923, 28.0, 0.707, 3.0, 2.0, 0.7, 0.53, 0.0, 5000.0, 1.0, 11.0, 91.0, 1.0]
[7.2896, 26.0, 0.765, 3.0, 1.0, 0.2, 0.19, 0.0, 5000.0, 3.0, 33.0, 92.0, 1.0]
[7.3699, 32.0, 0.846, 4.0, 1.0, 0.4, 0.76, 0.0, 5000.0, 1.0, 33.0, 96.0, 1.0]
[7.0549, 29.0, 0.954, 1.0, 3.0, 0.3, 0.51, 1.0, 5000.0, 2.0, 30.0, 103.0, 1.0]
[6.3612, 28.0, 0.808, 4.0, 3.0, 0.5, 0.88, 1.0, 5000.0, 1.0, 34.0, 85.0, 1.0]
[7.0148, 27.0, 0.716, 4.0, 1.0, 0.4, 0.51, 0.0, 5000.0, 2.0, 26.0, 85.0, 1.0]
[7.4986, 30.0, 0.808, 3.0, 1.0, 0.5, 0.35, 1.0, 5000.0, 3.0, 26.0, 119.0, 1.0]
[6.3982, 28.0, 0.993, 1.0, 0.0, 0.2, 0.95, 1.0, 5000.0, 1.0, 28.0, 100.0, 1.0]
[6.2061, 31.0, 0.831, 1.0, 1.0, 0.4, 0.82, 0.0, 5000.0, 2.0, 11.0, 97.0, 1.0]
[6.7212, 27.0, 0.994, 2.0, 4.0, 0.5, 0.26, 1.0, 5000.0, 1.0, 39.0, 111.0, 1.0]
[6.5162, 31.0, 0.8, 4.0, 4.0, 0.5, 0.77, 0.0, 5000.0, 3.0, 11.0, 97.0, 1.0]
[6.0886, 31.0, 0.99, 1.0, 2.0, 0.5, 0.57, 1.0, 5000.0, 2.0, 17.0, 86.0, 1.0]
[6.737, 27.0, 0.916, 0.0, 2.0, 0.2, 0.16, 1.0, 5000.0, 1.0, 34.0, 115.0, 1.0]
[6.9352, 26.0, 0.904, 3.0, 3.0, 0.3, 0.79, 1.0, 5000.0, 2.0, 16.0, 108.0, 1.0]
[6.2126, 28.0, 0.828, 4.0, 3.0, 0.5, 0.39, 1.0, 5000.0, 3.0, 17.0, 110.0, 1.0]
[5.2299, 30.0, 0.705, 0.0, 0.0, 0.2, 0.9, 0.0, 5000.0, 2.0, 40.0, 105.0, 1.0]
[6.9623, 29.0, 0.877, 1.0, 2.0, 0.2, 0.71, 1.0, 5000.0, 2.0, 24.0, 86.0, 1.0]
[6.0356, 31.0, 0.754, 3.0, 4.0, 0.2, 0.43, 0.0, 5000.0, 2.0, 29.0, 116.0, 1.0]
[7.861, 31.0, 0.705, 2.0, 0.0, 0.1, 0.6, 1.0, 5000.0, 3.0, 17.0, 93.0, 1.0]
[6.663, 30.0, 0.941, 2.0, 1.0, 0.5, 0.24, 0.0, 5000.0, 2.0, 22.0, 94.0, 1.0]
[5.6122, 32.0, 0.779, 2.0, 3.0, 0.6, 0.15, 1.0, 5000.0, 1.0, 29.0, 117.0, 1.0]
[6.1034, 33.0, 0.777, 1.0, 2.0, 0.6, 0.64, 0.0, 5000.0, 2.0, 16.0, 103.0, 1.0]
[7.7907, 26.0, 0.721, 2.0, 1.0, 0.7, 0.28, 1.0, 5000.0, 3.0, 29.0, 115.0, 1.0]
[7.1172, 30.0, 0.88, 4.0, 3.0, 0.4, 0.7, 0.0, 5000.0, 2.0, 39.0, 102.0, 1.0]
[7.1832, 33.0, 0.964, 0.0, 3.0, 0.1, 0.71, 0.0, 5000.0, 2.0, 12.0, 106.0, 1.0]
[6.6153, 28.0, 0.883, 2.0, 4.0, 0.7, 0.19, 0.0, 5000.0, 3.0, 32.0, 86.0, 1.0]
[5.6781, 35.0, 0.834, 4.0, 1.0, 0.4, 0.56, 1.0, 5000.0, 2.0, 23.0, 110.0, 1.0]
[7.4678, 30.0, 0.722, 0.0, 4.0, 0.5, 0.24, 1.0, 5000.0, 1.0, 27.0, 104.0, 1.0]
[5.8892, 30.0, 0.885, 0.0, 4.0, 0.2, 0.63, 0.0, 5000.0, 2.0, 22.0, 98.0, 1.0]
[5.7129, 29.0, 0.872, 3.0, 1.0, 0.2, 0.31, 1.0, 5000.0, 3.0, 40.0, 111.0, 1.0]
[5.507, 34.0, 0.973, 3.0, 4.0, 0.6, 0.51, 0.0, 5000.0, 3.0, 19.0, 85.0, 1.0]
[5.5031, 26.0, 0.789, 2.0, 2.0, 0.4, 0.21, 1.0, 5000.0, 2.0, 27.0, 94.0, 1.0]
[6.5755, 27.0, 0.979, 1.0, 0.0, 0.7, 0.34, 1.0, 5000.0, 1.0, 23.0, 104.0, 1.0]
[5.7615, 30.0, 0.824, 1.0, 3.0, 0.7, 0.74, 1.0, 5000.0, 2.0, 36.0, 98.0, 1.0]
[5.2212, 34.0, 0.858, 1.0, 1.0, 0.5, 1.0, 1.0, 5000.0, 1.0, 25.0, 107.0, 1.0]
[5.2008, 32.0, 0.831, 3.0, 0.0, 0.5, 0.83, 1.0, 5000.0, 2.0, 26.0, 105.0, 1.0]
[6.2793, 29.0, 0.772, 2.0, 3.0, 0.4, 0.89, 1.0, 5000.0, 1.0, 30.0, 95.0, 1.0]
[6.3865, 30.0, 0.705, 1.0, 1.0, 0.3, 0.38, 0.0, 5000.0, 1.0, 14.0, 90.0, 1.0]
[7.4904, 32.0, 0.827, 3.0, 2.0, 0.3, 0.14, 1.0, 5000.0, 3.0, 34.0, 104.0, 1.0]
[5.9485, 27.0, 0.821, 4.0, 3.0, 0.5, 0.4, 1.0, 5000.0, 2.0, 22.0, 87.0, 1.0]
[5.1521, 30.0, 0.72, 3.0, 1.0, 0.1, 0.94, 0.0, 5000.0, 2.0, 35.0, 98.0, 1.0]
[6.9307, 29.0, 0.737, 2.0, 2.0, 0.3, 0.85, 1.0, 5000.0, 2.0, 29.0, 87.0, 1.0]
[6.7611, 29.0, 0.998, 2.0, 1.0, 0.4, 0.8, 1.0, 5000.0, 2.0, 16.0, 95.0, 1.0]
[6.5075, 30.0, 0.786, 3.0, 3.0, 0.1, 0.35, 0.0, 5000.0, 2.0, 39.0, 92.0, 1.0]
[5.6174, 26.0, 0.739, 2.0, 4.0, 0.6, 0.1, 0.0, 5000.0, 1.0, 24.0, 80.0, 1.0]
[7.1794, 32.0, 0.985, 3.0, 4.0, 0.4, 0.49, 0.0, 5000.0, 1.0, 36.0, 97.0, 1.0]
[5.6505, 27.0, 0.998, 1.0, 4.0, 0.5, 0.17, 1.0, 5000.0, 1.0, 15.0, 117.0, 1.0]
[6.1303, 35.0, 0.809, 1.0, 1.0, 0.7, 0.58, 0.0, 5000.0, 2.0, 39.0, 90.0, 1.0]
[6.7393, 30.0, 0.997, 1.0, 2.0, 0.6, 0.28, 1.0, 5000.0, 2.0, 23.0, 119.0, 1.0]
[5.8946, 33.0, 0.94, 1.0, 4.0, 0.4, 0.25, 1.0, 5000.0, 1.0, 14.0, 99.0, 1.0]
[5.3428, 32.0, 0.894, 2.0, 3.0, 0.5, 0.16, 0.0, 5000.0, 1.0, 39.0, 116.0, 1.0]
[5.8526, 30.0, 0.88, 1.0, 2.0, 0.5, 0.26, 0.0, 5000.0, 2.0, 12.0, 106.0, 1.0]
[7.2785, 33.0, 0.817, 3.0, 0.0, 0.2, 0.49, 0.0, 5000.0, 3.0, 38.0, 90.0, 1.0]
[5.4978, 32.0, 0.883, 3.0, 1.0, 0.7, 0.64, 0.0, 5000.0, 1.0, 25.0, 89.0, 1.0]
[5.8392, 26.0, 0.772, 4.0, 2.0, 0.7, 0.78, 0.0, 5000.0, 2.0, 17.0, 89.0, 1.0]
[5.0823, 30.0, 0.726, 4.0, 4.0, 0.7, 0.58, 0.0, 5000.0, 1.0, 37.0, 92.0, 1.0]
[6.6187, 26.0, 0.964, 1.0, 3.0, 0.2, 0.53, 0.0, 5000.0, 3.0, 27.0, 118.0, 1.0]
[5.1615, 34.0, 0.951, 1.0, 4.0, 0.5, 0.2, 1.0, 5000.0, 2.0, 20.0, 101.0, 1.0]
[5.8066, 29.0, 0.877, 4.0, 3.0, 0.3, 0.1, 1.0, 5000.0, 2.0, 17.0, 98.0, 1.0]
[6.1776, 28.0, 0.765, 3.0, 2.0, 0.4, 0.98, 0.0, 5000.0, 2.0, 15.0, 106.0, 1.0]
[6.2708, 32.0, 0.847, 1.0, 1.0, 0.4, 0.68, 0.0, 5000.0, 2.0, 24.0, 110.0, 1.0]
[5.7079, 35.0, 0.765, 0.0, 2.0, 0.3, 0.29, 0.0, 5000.0, 3.0, 24.0, 109.0, 1.0]
[5.9622, 32.0, 0.869, 2.0, 1.0, 0.2, 0.53, 1.0, 5000.0, 1.0, 22.0, 86.0, 1.0]
[6.5862, 37.0, 0.944, 4.0, 0.0, 0.5, 0.14, 1.0, 5000.0, 3.0, 14.0, 91.0, 1.0]
[7.0269, 28.0, 0.874, 1.0, 2.0, 0.1, 0.33, 1.0, 5000.0, 2.0, 25.0, 102.0, 1.0]
[5.4546, 27.0, 0.898, 3.0, 3.0, 0.3, 0.71, 0.0, 5000.0, 2.0, 17.0, 98.0, 1.0]
[6.409, 26.0, 0.885, 3.0, 3.0, 0.4, 0.77, 0.0, 5000.0, 2.0, 35.0, 96.0, 1.0]
[5.1357, 26.0, 0.998, 4.0, 0.0, 0.6, 0.61, 1.0, 5000.0, 2.0, 40.0, 104.0, 1.0]
[5.3255, 31.0, 0.875, 1.0, 2.0, 0.5, 0.43, 1.0, 5000.0, 3.0, 21.0, 81.0, 1.0]
[6.0427, 31.0, 0.819, 1.0, 1.0, 0.1, 0.71, 0.0, 5000.0, 2.0, 34.0, 112.0, 1.0]
[6.2453, 29.0, 0.78, 3.0, 4.0, 0.5, 0.61, 0.0, 5000.0, 1.0, 40.0, 94.0, 1.0]
[6.6867, 31.0, 0.703, 1.0, 0.0, 0.7, 0.69, 0.0, 5000.0, 2.0, 34.0, 104.0, 1.0]
[6.3668, 29.0, 0.796, 2.0, 0.0, 0.4, 0.57, 1.0, 5000.0, 2.0, 32.0, 112.0, 1.0]
[5.2049, 26.0, 0.974, 1.0, 1.0, 0.6, 0.37, 1.0, 5000.0, 3.0, 28.0, 99.0, 1.0]
[6.125, 31.0, 0.742, 4.0, 4.0, 0.1, 0.62, 0.0, 5000.0, 1.0, 39.0, 100.0, 1.0]
[6.4147, 26.0, 0.779, 4.0, 2.0, 0.3, 0.61, 0.0, 5000.0, 1.0, 24.0, 112.0, 1.0]
[5.9061, 28.0, 0.78, 3.0, 0.0, 0.6, 0.62, 0.0, 5000.0, 1.0, 26.0, 110.0, 1.0]
[5.4466, 27.0, 0.989, 3.0, 2.0, 0.3, 0.63, 1.0, 5000.0, 1.0, 17.0, 82.0, 1.0]
[5.6548, 30.0, 0.738, 2.0, 0.0, 0.4, 0.97, 0.0, 5000.0, 2.0, 28.0, 80.0, 1.0]
[5.9714, 29.0, 0.833, 2.0, 1.0, 0.6, 0.42, 0.0, 5000.0, 2.0, 33.0, 88.0, 1.0]
[6.2803, 28.0, 0.741, 0.0, 2.0, 0.4, 0.94, 1.0, 5000.0, 3.0, 39.0, 96.0, 1.0]
[7.2518, 30.0, 0.956, 2.0, 0.0, 0.3, 0.61, 1.0, 5000.0, 2.0, 38.0, 96.0, 1.0]
[6.0673, 34.0, 0.782, 3.0, 3.0, 0.3, 0.73, 0.0, 5000.0, 2.0, 28.0, 108.0, 1.0]
[6.5674, 28.0, 0.863, 3.0, 0.0, 0.7, 0.79, 0.0, 5000.0, 1.0, 13.0, 118.0, 1.0]
[7.4148, 33.0, 0.932, 4.0, 0.0, 0.2, 0.93, 0.0, 5000.0, 2.0, 22.0, 117.0, 1.0]
[7.0949, 34.0, 0.9, 3.0, 1.0, 0.6, 0.81, 1.0, 5000.0, 2.0, 37.0, 85.0, 1.0]
[7.4372, 27.0, 0.882, 2.0, 3.0, 0.4, 0.47, 1.0, 5000.0, 1.0, 20.0, 115.0, 1.0]
[6.2227, 29.0, 0.77, 0.0, 3.0, 0.2, 0.88, 1.0, 5000.0, 1.0, 20.0, 103.0, 1.0]
[5.4101, 32.0, 0.943, 1.0, 2.0, 0.2, 0.57, 0.0, 5000.0, 2.0, 19.0, 89.0, 1.0]
[5.9683, 28.0, 0.975, 2.0, 2.0, 0.2, 0.54, 1.0, 5000.0, 1.0, 25.0, 110.0, 1.0]
[6.2796, 35.0, 0.96, 2.0, 1.0, 0.3, 0.53, 0.0, 5000.0, 3.0, 25.0, 99.0, 1.0]
[6.4268, 32.0, 0.911, 3.0, 2.0, 0.2, 0.56, 0.0, 5000.0, 2.0, 17.0, 119.0, 1.0]
[7.1588, 29.0, 0.763, 3.0, 3.0, 0.2, 0.85, 0.0, 5000.0, 3.0, 17.0, 96.0, 1.0]
[5.3809, 31.0, 0.925, 3.0, 2.0, 0.6, 0.67, 1.0, 5000.0, 1.0, 36.0, 99.0, 1.0]
[5.3314, 31.0, 0.706, 2.0, 2.0, 0.1, 0.42, 1.0, 5000.0, 1.0, 18.0, 109.0, 1.0]
[7.4256, 32.0, 0.91, 1.0, 2.0, 0.6, 0.87, 1.0, 5000.0, 1.0, 22.0, 111.0, 1.0]
[5.5555, 32.0, 0.857, 1.0, 3.0, 0.4, 0.53, 1.0, 5000.0, 2.0, 26.0, 86.0, 1.0]
[5.023, 29.0, 0.913, 1.0, 4.0, 0.4, 0.16, 0.0, 5000.0, 2.0, 11.0, 114.0, 1.0]
[5.4015, 29.0, 0.727, 3.0, 4.0, 0.2, 0.41, 0.0, 5000.0, 2.0, 23.0, 104.0, 1.0]
[6.317, 27.0, 0.874, 2.0, 2.0, 0.1, 0.74, 1.0, 5000.0, 1.0, 11.0, 92.0, 1.0]
[5.6056, 27.0, 0.91, 2.0, 3.0, 0.6, 0.3, 1.0, 5000.0, 3.0, 31.0, 91.0, 1.0]
[5.8136, 26.0, 0.841, 2.0, 0.0, 0.1, 0.48, 1.0, 5000.0, 2.0, 20.0, 112.0, 1.0]
[5.4921, 32.0, 0.846, 0.0, 4.0, 0.2, 0.77, 0.0, 5000.0, 2.0, 30.0, 92.0, 1.0]
[6.1, 27.0, 0.959, 4.0, 3.0, 0.4, 0.65, 0.0, 5000.0, 2.0, 34.0, 98.0, 1.0]
[5.6534, 32.0, 0.955, 2.0, 2.0, 0.5, 0.26, 1.0, 5000.0, 2.0, 15.0, 100.0, 1.0]
[5.8041, 25.0, 0.884, 2.0, 0.0, 0.6, 0.94, 0.0, 5000.0, 2.0, 36.0, 97.0, 1.0]
[5.0948, 32.0, 0.883, 2.0, 1.0, 0.6, 0.78, 1.0, 5000.0, 1.0, 10.0, 109.0, 1.0]
[5.6364, 35.0, 0.993, 1.0, 3.0, 0.4, 0.37, 1.0, 5000.0, 1.0, 10.0, 89.0, 1.0]
[5.4327, 30.0, 0.753, 2.0, 0.0, 0.2, 0.65, 0.0, 5000.0, 2.0, 11.0, 116.0, 1.0]
[5.541, 27.0, 0.854, 3.0, 3.0, 0.2, 0.92, 1.0, 5000.0, 1.0, 33.0, 84.0, 1.0]
[5.7719, 34.0, 0.757, 3.0, 0.0, 0.2, 0.2, 0.0, 5000.0, 2.0, 18.0, 91.0, 1.0]
[5.8844, 29.0, 0.973, 3.0, 2.0, 0.3, 0.96, 0.0, 5000.0, 2.0, 26.0, 81.0, 1.0]
[6.129, 31.0, 0.726, 3.0, 2.0, 0.6, 0.74, 0.0, 5000.0, 2.0, 25.0, 113.0, 1.0]
[5.9605, 31.0, 0.789, 2.0, 0.0, 0.7, 0.5, 1.0, 5000.0, 2.0, 18.0, 114.0, 1.0]
[6.0255, 32.0, 0.732, 0.0, 3.0, 0.5, 0.82, 1.0, 5000.0, 2.0, 16.0, 96.0, 1.0]
[5.8786, 35.0, 0.961, 1.0, 3.0, 0.5, 0.79, 0.0, 5000.0, 3.0, 26.0, 88.0, 1.0]
[5.6699, 26.0, 0.855, 3.0, 3.0, 0.3, 0.42, 0.0, 5000.0, 1.0, 31.0, 86.0, 1.0]
[5.1893, 34.0, 0.814, 1.0, 3.0, 0.7, 0.81, 0.0, 5000.0, 1.0, 20.0, 108.0, 1.0]
[7.5962, 31.0, 0.956, 1.0, 3.0, 0.1, 0.8, 0.0, 5000.0, 2.0, 16.0, 113.0, 1.0]
[7.1653, 32.0, 0.952, 3.0, 2.0, 0.7, 0.72, 0.0, 5000.0, 2.0, 38.0, 95.0, 1.0]
[6.1298, 35.0, 0.854, 2.0, 0.0, 0.6, 0.87, 1.0, 5000.0, 2.0, 24.0, 114.0, 1.0]
[6.7286, 33.0, 0.808, 2.0, 1.0, 0.7, 0.6, 1.0, 5000.0, 3.0, 37.0, 112.0, 1.0]
[6.4594, 32.0, 0.859, 0.0, 3.0, 0.6, 0.42, 0.0, 5000.0, 1.0, 10.0, 111.0, 1.0]
[5.0487, 27.0, 0.978, 2.0, 3.0, 0.3, 0.24, 0.0, 5000.0, 1.0, 22.0, 102.0, 1.0]
[6.3481, 29.0, 0.956, 0.0, 1.0, 0.2, 0.74, 0.0, 5000.0, 2.0, 26.0, 86.0, 1.0]
[6.044, 27.0, 0.995, 1.0, 3.0, 0.6, 0.98, 0.0, 5000.0, 1.0, 22.0, 93.0, 1.0]
[6.8095, 26.0, 0.986, 3.0, 0.0, 0.4, 0.71, 1.0, 5000.0, 2.0, 39.0, 100.0, 1.0]
[6.0097, 27.0, 0.906, 4.0, 2.0, 0.3, 0.32, 1.0, 5000.0, 2.0, 21.0, 112.0, 1.0]
[7.2302, 26.0, 0.952, 1.0, 4.0, 0.5, 0.86, 1.0, 5000.0, 3.0, 13.0, 81.0, 1.0]
[5.2614, 29.0, 0.922, 4.0, 1.0, 0.4, 0.66, 1.0, 5000.0, 2.0, 30.0, 119.0, 1.0]
[6.5395, 27.0, 0.919, 1.0, 2.0, 0.2, 1.0, 0.0, 5000.0, 2.0, 39.0, 99.0, 1.0]
[5.9787, 27.0, 0.728, 1.0, 3.0, 0.4, 0.93, 1.0, 5000.0, 3.0, 29.0, 95.0, 1.0]
[5.9366, 29.0, 0.779, 2.0, 1.0, 0.1, 0.77, 1.0, 5000.0, 1.0, 23.0, 82.0, 1.0]
[6.2647, 27.0, 0.864, 1.0, 1.0, 0.4, 0.9, 0.0, 5000.0, 2.0, 39.0, 111.0, 1.0]
[5.4425, 30.0, 0.843, 1.0, 3.0, 0.6, 0.9, 0.0, 5000.0, 3.0, 23.0, 95.0, 1.0]
[5.9673, 31.0, 0.864, 1.0, 3.0, 0.4, 0.66, 0.0, 5000.0, 1.0, 12.0, 103.0, 1.0]
[6.0588, 30.0, 0.986, 1.0, 4.0, 0.6, 0.84, 0.0, 5000.0, 2.0, 36.0, 104.0, 1.0]
[5.2071, 32.0, 0.993, 2.0, 3.0, 0.3, 0.17, 1.0, 5000.0, 2.0, 30.0, 106.0, 1.0]
[6.5852, 34.0, 0.726, 2.0, 2.0, 0.4, 0.54, 0.0, 5000.0, 2.0, 22.0, 113.0, 1.0]
[5.3406, 29.0, 0.772, 2.0, 3.0, 0.2, 0.9, 1.0, 5000.0, 2.0, 32.0, 83.0, 1.0]
[5.4534, 30.0, 0.864, 1.0, 4.0, 0.2, 0.95, 1.0, 5000.0, 2.0, 34.0, 96.0, 1.0]
[5.0312, 32.0, 0.814, 1.0, 4.0, 0.3, 0.71, 1.0, 5000.0, 2.0, 19.0, 99.0, 1.0]
[6.0861, 29.0, 0.873, 0.0, 2.0, 0.3, 0.77, 0.0, 5000.0, 3.0, 12.0, 90.0, 1.0]
[7.3728, 32.0, 0.942, 1.0, 3.0, 0.3, 0.78, 0.0, 5000.0, 1.0, 39.0, 83.0, 1.0]
[7.135, 32.0, 0.916, 3.0, 4.0, 0.6, 0.89, 0.0, 5000.0, 2.0, 40.0, 105.0, 1.0]
[6.8089, 33.0, 0.948, 1.0, 4.0, 0.4, 0.46, 1.0, 5000.0, 2.0, 38.0, 85.0, 1.0]
[7.1339, 27.0, 0.929, 1.0, 1.0, 0.6, 0.32, 1.0, 5000.0, 2.0, 19.0, 101.0, 1.0]
[5.5308, 29.0, 0.888, 0.0, 2.0, 0.2, 0.63, 1.0, 5000.0, 2.0, 15.0, 116.0, 1.0]
[6.094, 26.0, 0.926, 4.0, 0.0, 0.3, 0.54, 0.0, 5000.0, 1.0, 21.0, 98.0, 1.0]
[5.4594, 30.0, 0.746, 4.0, 3.0, 0.3, 0.65, 1.0, 5000.0, 2.0, 35.0, 82.0, 1.0]
[6.9508, 29.0, 0.773, 3.0, 1.0, 0.5, 0.73, 0.0, 5000.0, 3.0, 37.0, 103.0, 1.0]
[6.3912, 30.0, 0.963, 1.0, 3.0, 0.4, 0.35, 0.0, 5000.0, 1.0, 26.0, 97.0, 1.0]
[5.6797, 30.0, 0.892, 0.0, 2.0, 0.2, 0.11, 0.0, 5000.0, 2.0, 40.0, 103.0, 1.0]
[5.2106, 34.0, 0.964, 1.0, 0.0, 0.2, 0.29, 1.0, 5000.0, 3.0, 25.0, 80.0, 1.0]
[5.3093, 26.0, 0.827, 3.0, 4.0, 0.3, 0.3, 1.0, 5000.0, 2.0, 34.0, 82.0, 1.0]
[6.167, 26.0, 0.805, 2.0, 2.0, 0.5, 0.92, 1.0, 5000.0, 1.0, 38.0, 82.0, 1.0]
[6.676, 32.0, 0.778, 1.0, 2.0, 0.2, 0.63, 0.0, 5000.0, 2.0, 22.0, 109.0, 1.0]
[5.0455, 25.0, 0.739, 0.0, 1.0, 0.4, 0.76, 0.0, 5000.0, 3.0, 32.0, 88.0, 1.0]
[6.4904, 26.0, 0.943, 3.0, 3.0, 0.4, 0.49, 1.0, 5000.0, 2.0, 16.0, 110.0, 1.0]
[5.1859, 32.0, 0.769, 4.0, 3.0, 0.4, 0.22, 1.0, 5000.0, 2.0, 30.0, 116.0, 1.0]
[6.4583, 28.0, 0.882, 4.0, 1.0, 0.6, 0.38, 0.0, 5000.0, 3.0, 21.0, 109.0, 1.0]
[6.4535, 30.0, 0.918, 0.0, 2.0, 0.1, 0.39, 1.0, 5000.0, 2.0, 39.0, 110.0, 1.0]
[5.9186, 31.0, 0.756, 4.0, 2.0, 0.3, 0.76, 1.0, 5000.0, 1.0, 27.0, 94.0, 1.0]
[6.4444, 33.0, 0.706, 0.0, 3.0, 0.3, 0.38, 0.0, 5000.0, 2.0, 13.0, 88.0, 1.0]
[7.6582, 32.0, 0.987, 2.0, 4.0, 0.4, 0.25, 0.0, 5000.0, 2.0, 23.0, 108.0, 1.0]
[6.4462, 31.0, 0.995, 1.0, 3.0, 0.3, 0.18, 0.0, 5000.0, 2.0, 18.0, 84.0, 1.0]
[6.5343, 28.0, 0.746, 3.0, 3.0, 0.4, 0.29, 1.0, 5000.0, 1.0, 33.0, 113.0, 1.0]
[7.0742, 31.0, 0.772, 4.0, 1.0, 0.3, 0.69, 0.0, 5000.0, 2.0, 16.0, 82.0, 1.0]
[6.757, 29.0, 0.883, 2.0, 0.0, 0.3, 0.31, 1.0, 5000.0, 2.0, 15.0, 112.0, 1.0]
[7.3297, 30.0, 0.873, 4.0, 1.0, 0.2, 0.35, 0.0, 5000.0, 3.0, 37.0, 90.0, 1.0]
[5.7182, 35.0, 0.974, 4.0, 2.0, 0.3, 0.85, 1.0, 5000.0, 2.0, 15.0, 102.0, 1.0]
[7.3075, 32.0, 0.941, 1.0, 2.0, 0.6, 0.4, 1.0, 5000.0, 3.0, 22.0, 108.0, 1.0]
[6.6936, 30.0, 0.705, 2.0, 2.0, 0.5, 0.48, 1.0, 5000.0, 1.0, 38.0, 96.0, 1.0]
[6.5025, 30.0, 0.957, 1.0, 3.0, 0.5, 0.34, 1.0, 5000.0, 1.0, 25.0, 94.0, 1.0]
[6.5583, 31.0, 0.942, 2.0, 3.0, 0.3, 0.54, 1.0, 5000.0, 1.0, 28.0, 96.0, 1.0]
[6.2155, 32.0, 0.904, 4.0, 1.0, 0.5, 0.32, 0.0, 5000.0, 2.0, 33.0, 114.0, 1.0]
[6.3102, 31.0, 0.785, 2.0, 1.0, 0.7, 0.62, 1.0, 5000.0, 2.0, 23.0, 106.0, 1.0]
[6.9312, 31.0, 0.797, 3.0, 0.0, 0.3, 0.5, 1.0, 5000.0, 3.0, 35.0, 113.0, 1.0]
[5.6198, 29.0, 0.898, 1.0, 3.0, 0.6, 0.14, 1.0, 5000.0, 2.0, 37.0, 82.0, 1.0]
[6.7105, 32.0, 0.714, 4.0, 3.0, 0.6, 0.36, 0.0, 5000.0, 3.0, 16.0, 81.0, 1.0]
[6.2912, 34.0, 0.892, 3.0, 1.0, 0.6, 0.93, 0.0, 5000.0, 2.0, 12.0, 88.0, 1.0]
[5.9258, 27.0, 0.751, 3.0, 1.0, 0.2, 0.92, 1.0, 5000.0, 1.0, 21.0, 84.0, 1.0]
[6.4545, 29.0, 0.896, 4.0, 1.0, 0.1, 0.37, 0.0, 5000.0, 2.0, 13.0, 90.0, 1.0]
[5.8548, 29.0, 0.704, 2.0, 1.0, 0.2, 0.31, 0.0, 5000.0, 2.0, 35.0, 103.0, 1.0]
[7.1906, 30.0, 0.709, 4.0, 1.0, 0.5, 0.56, 0.0, 5000.0, 2.0, 14.0, 116.0, 1.0]
[6.5493, 31.0, 0.824, 3.0, 2.0, 0.7, 0.47, 1.0, 5000.0, 3.0, 15.0, 115.0, 1.0]
[6.1286, 32.0, 0.729, 4.0, 4.0, 0.6, 0.23, 0.0, 5000.0, 2.0, 37.0, 115.0, 1.0]
[6.0287, 27.0, 0.959, 3.0, 4.0, 0.2, 0.55, 0.0, 5000.0, 2.0, 33.0, 108.0, 1.0]
[5.9265, 31.0, 0.885, 2.0, 1.0, 0.7, 0.53, 0.0, 5000.0, 1.0, 16.0, 108.0, 1.0]
[5.2706, 31.0, 0.955, 3.0, 1.0, 0.1, 0.16, 0.0, 5000.0, 3.0, 10.0, 89.0, 1.0]
[6.0829, 32.0, 0.713, 2.0, 3.0, 0.4, 0.52, 1.0, 5000.0, 2.0, 21.0, 97.0, 1.0]
[7.4653, 31.0, 0.875, 4.0, 4.0, 0.4, 0.99, 1.0, 5000.0, 2.0, 40.0, 92.0, 1.0]
[5.7115, 30.0, 0.949, 1.0, 3.0, 0.5, 0.42, 0.0, 5000.0, 2.0, 20.0, 107.0, 1.0]
[6.9619, 30.0, 0.826, 3.0, 3.0, 0.4, 0.36, 0.0, 5000.0, 2.0, 36.0, 109.0, 1.0]
[7.7951, 27.0, 0.886, 4.0, 3.0, 0.3, 0.73, 1.0, 5000.0, 2.0, 25.0, 117.0, 1.0]
[6.3258, 30.0, 0.726, 1.0, 1.0, 0.1, 0.21, 1.0, 5000.0, 1.0, 36.0, 119.0, 1.0]
[5.7263, 29.0, 0.921, 0.0, 3.0, 0.3, 0.17, 0.0, 5000.0, 1.0, 18.0, 87.0, 1.0]
[5.5806, 32.0, 0.937, 0.0, 1.0, 0.4, 0.96, 1.0, 5000.0, 2.0, 27.0, 115.0, 1.0]
[6.584, 30.0, 0.88, 3.0, 3.0, 0.4, 0.95, 0.0, 5000.0, 1.0, 15.0, 120.0, 1.0]
